{'diabetes_readmission_causal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.01375947357098106, 'invariance': 0.25697157586807007, 'label_shift': 0.003375592508434266, '(latent)_covariate_shift': 0.2882694048348382, 'concept_shift': 0.20493252076789212, 'residual': 0.01904462461654597, 'overall': -0.09041470069190977}
run_4Train Datashifts with Representations:{'informativeness': 0.07988558801221685, 'invariance': 0.05075102475487279, 'label_shift': 0.010231313700030983, '(latent)_covariate_shift': -7.391093825237327e-06, 'concept_shift': 0.05753961433740358, 'residual': 0.0768182301536331, 'overall': -0.045966000384451554}
run_4Test Datashifts with Representations:{'informativeness': 0.17344218434108827, 'invariance': 0.05201109222089802, 'label_shift': 0.0020792925334653205, '(latent)_covariate_shift': 1.696431733668995e-06, 'concept_shift': 0.015401971807357086, 'residual': 0.15902406055491689, 'overall': -0.01824791374535667}
{'acspubcov_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.0004082341229237691, 'invariance': 0.0016230319210012666, 'label_shift': 0.016856964365221407, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0033903333460893314, 'residual': 0.00043771008517291864, 'overall': 0.005892323586816255}
run_0Test Datashifts with Representations:{'informativeness': 0.0006144318762230631, 'invariance': 1.1211992763352213e-15, 'label_shift': -0.003372463110508083, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.00288539008177825, 'residual': 0.0005727134080964691, 'overall': -0.003087208128017133}
run_1Train Datashifts with Representations:{'informativeness': 0.10511546886599923, 'invariance': 0.048186014365690394, 'label_shift': 0.014266508443450773, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.002452581569511448, 'residual': 0.10416617551914374, 'overall': -0.017236750399020048}
run_1Test Datashifts with Representations:{'informativeness': 0.20331645429689008, 'invariance': 0.04079220228113503, 'label_shift': 0.0056231408750471255, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.003390333346089652, 'residual': 0.20295400219217888, 'overall': -0.018917245271377586}
run_2Train Datashifts with Representations:{'informativeness': 0.002846350261034337, 'invariance': 0.004292017746644754, 'label_shift': 0.010231313700030983, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0036788723542670924, 'residual': 0.0033848338107061284, 'overall': 0.0005917282498877768}
run_2Test Datashifts with Representations:{'informativeness': 0.0032630611056699206, 'invariance': 0.003570670226199391, 'label_shift': 0.0020792925334653205, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0020919078092890868, 'residual': 0.00227861638209272, 'overall': -0.0008071980274343784}
run_3Train Datashifts with Representations:{'informativeness': 0.10511546886599923, 'invariance': 0.048186014365690394, 'label_shift': 0.014266508443450773, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.002452581569511448, 'residual': 0.10416617551914374, 'overall': -0.017236750399020048}
run_3Test Datashifts with Representations:{'informativeness': 0.20331645429689008, 'invariance': 0.04079220228113503, 'label_shift': 0.0056231408750471255, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.003390333346089652, 'residual': 0.20295400219217888, 'overall': -0.018917245271377586}
run_4Train Datashifts with Representations:{'informativeness': 0.002846350261034337, 'invariance': 0.004292017746644754, 'label_shift': 0.010231313700030983, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0036788723542670924, 'residual': 0.0033848338107061284, 'overall': 0.0005917282498877768}
run_4Test Datashifts with Representations:{'informativeness': 0.0032630611056699206, 'invariance': 0.003570670226199391, 'label_shift': 0.0020792925334653205, '(latent)_covariate_shift': 0.0, 'concept_shift': 0.0020919078092890868, 'residual': 0.00227861638209272, 'overall': -0.0008071980274343784}
{'brfss_blood_pressure_causal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.10209533758950476, 'invariance': 0.0705711973638247, 'label_shift': 0.01572578048184541, '(latent)_covariate_shift': 0.06739636134760768, 'concept_shift': 0.07064893933016522, 'residual': 0.09716295416044868, 'overall': -0.024116614003212328}
run_0Test Datashifts with Representations:{'informativeness': 0.06802254386081065, 'invariance': 0.03989767921750146, 'label_shift': 0.02105310105154427, '(latent)_covariate_shift': 0.04530902835198197, 'concept_shift': 0.06432191445791458, 'residual': 0.0799075367413597, 'overall': -0.03081372501649393}
run_1Train Datashifts with Representations:{'informativeness': 0.10098889277799034, 'invariance': 0.06534166469530568, 'label_shift': 0.008211379500363864, '(latent)_covariate_shift': 0.05817369476045172, 'concept_shift': 0.07236043283238824, 'residual': 0.09299730148574259, 'overall': -0.02766692034119142}
run_1Test Datashifts with Representations:{'informativeness': 0.07442549178130371, 'invariance': 0.030668202738024716, 'label_shift': 0.013225881376363912, '(latent)_covariate_shift': 0.052030146309756005, 'concept_shift': 0.0761113395797976, 'residual': 0.06725298083195509, 'overall': -0.013589246366502578}
run_2Train Datashifts with Representations:{'informativeness': 0.11039654645255713, 'invariance': 0.07157909541127701, 'label_shift': 0.0112941417497322, '(latent)_covariate_shift': 0.07853093616436259, 'concept_shift': 0.07339466359951155, 'residual': 0.09903199045672066, 'overall': -0.01620978455251043}
run_2Test Datashifts with Representations:{'informativeness': 0.08757165224437427, 'invariance': 0.05395037478719507, 'label_shift': 0.014592304614744202, '(latent)_covariate_shift': 0.05473184140704238, 'concept_shift': 0.07292304325624296, 'residual': 0.09980038390310167, 'overall': -0.04100336766955312}
run_3Train Datashifts with Representations:{'informativeness': 0.10098889277799034, 'invariance': 0.06534166469530568, 'label_shift': 0.008211379500363864, '(latent)_covariate_shift': 0.05817369476045172, 'concept_shift': 0.07236043283238824, 'residual': 0.09299730148574259, 'overall': -0.02766692034119142}
run_3Test Datashifts with Representations:{'informativeness': 0.07442549178130371, 'invariance': 0.030668202738024716, 'label_shift': 0.013225881376363912, '(latent)_covariate_shift': 0.052030146309756005, 'concept_shift': 0.0761113395797976, 'residual': 0.06725298083195509, 'overall': -0.013589246366502578}
run_4Train Datashifts with Representations:{'informativeness': 0.11039654645255713, 'invariance': 0.07157909541127701, 'label_shift': 0.0112941417497322, '(latent)_covariate_shift': 0.07853093616436259, 'concept_shift': 0.07339466359951155, 'residual': 0.09903199045672066, 'overall': -0.01620978455251043}
run_4Test Datashifts with Representations:{'informativeness': 0.08757165224437427, 'invariance': 0.05395037478719507, 'label_shift': 0.014592304614744202, '(latent)_covariate_shift': 0.05473184140704238, 'concept_shift': 0.07292304325624296, 'residual': 0.09980038390310167, 'overall': -0.04100336766955312}
{'brfss_blood_pressure_arguablycausal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.09548139296380295, 'invariance': 0.07974691101304347, 'label_shift': 0.01572578048184541, '(latent)_covariate_shift': 0.07455477332008317, 'concept_shift': 0.1226859870320291, 'residual': 0.0921815433925679, 'overall': -0.05277632255033694}
run_0Test Datashifts with Representations:{'informativeness': 0.07952641743238671, 'invariance': 0.06014170240500904, 'label_shift': 0.02338099646990692, '(latent)_covariate_shift': 0.05952025178162438, 'concept_shift': 0.11651657145389789, 'residual': 0.0839015430884463, 'overall': -0.051253638459747404}
run_1Train Datashifts with Representations:{'informativeness': -0.007132494954065974, 'invariance': -0.004530948471274605, 'label_shift': -0.0008104149368126157, '(latent)_covariate_shift': 0.0039258784941260585, 'concept_shift': 0.005829848336937636, 'residual': 0.014966238950947635, 'overall': -0.021190452059188403}
run_1Test Datashifts with Representations:{'informativeness': -0.00033138862242324186, 'invariance': 0.004327718990908224, 'label_shift': 0.01509751562984458, '(latent)_covariate_shift': -0.0039806990542786864, 'concept_shift': 0.017277395267454185, 'residual': 0.005981774075746209, 'overall': -0.011557311539567709}
run_2Train Datashifts with Representations:{'informativeness': 0.08915048790072619, 'invariance': 0.04611788693744185, 'label_shift': 0.022030101976591086, '(latent)_covariate_shift': 0.04839733477025502, 'concept_shift': 0.12288650108449932, 'residual': 0.08461768988215632, 'overall': -0.04475567761897766}
run_2Test Datashifts with Representations:{'informativeness': 0.06569051521470501, 'invariance': 0.035095559479942535, 'label_shift': 0.0196391862539724, '(latent)_covariate_shift': 0.04542282994958311, 'concept_shift': 0.1058659934099131, 'residual': 0.07620010935589058, 'overall': -0.04845936248433563}
run_3Train Datashifts with Representations:{'informativeness': -0.007132494954065974, 'invariance': -0.004530948471274605, 'label_shift': -0.0008104149368126157, '(latent)_covariate_shift': 0.0039258784941260585, 'concept_shift': 0.005829848336937636, 'residual': 0.014966238950947635, 'overall': -0.021190452059188403}
run_3Test Datashifts with Representations:{'informativeness': -0.00033138862242324186, 'invariance': 0.004327718990908224, 'label_shift': 0.01509751562984458, '(latent)_covariate_shift': -0.0039806990542786864, 'concept_shift': 0.017277395267454185, 'residual': 0.005981774075746209, 'overall': -0.011557311539567709}
run_4Train Datashifts with Representations:{'informativeness': 0.08915048790072619, 'invariance': 0.04611788693744185, 'label_shift': 0.022030101976591086, '(latent)_covariate_shift': 0.04839733477025502, 'concept_shift': 0.12288650108449932, 'residual': 0.08461768988215632, 'overall': -0.04475567761897766}
run_4Test Datashifts with Representations:{'informativeness': 0.06569051521470501, 'invariance': 0.035095559479942535, 'label_shift': 0.0196391862539724, '(latent)_covariate_shift': 0.04542282994958311, 'concept_shift': 0.1058659934099131, 'residual': 0.07620010935589058, 'overall': -0.04845936248433563}
{'brfss_blood_pressure_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.07436460027693002, 'invariance': 0.030099235822969774, 'label_shift': 0.01572578048184541, '(latent)_covariate_shift': 0.03267684123648923, 'concept_shift': 0.011428222458809919, 'residual': 0.07560862753906634, 'overall': 0.002193554456141153}
run_0Test Datashifts with Representations:{'informativeness': 0.06863761646819104, 'invariance': 0.029240837037353067, 'label_shift': 0.02338099646990692, '(latent)_covariate_shift': 0.031646541190456116, 'concept_shift': 0.016250873196803677, 'residual': 0.07488423604674103, 'overall': -0.00147870586544685}
run_1Train Datashifts with Representations:{'informativeness': 0.08229337072580914, 'invariance': 0.04813988871604857, 'label_shift': -0.0008104149368126157, '(latent)_covariate_shift': 0.0496659599731287, 'concept_shift': 0.015593456886188585, 'residual': 0.08036024859708799, 'overall': -0.005505778154239374}
run_1Test Datashifts with Representations:{'informativeness': 0.06654694588323387, 'invariance': 0.03629818144677289, 'label_shift': 0.01509751562984458, '(latent)_covariate_shift': 0.03933317172401004, 'concept_shift': 0.018058597528077227, 'residual': 0.06852353396483629, 'overall': -0.0019396338921001677}
run_2Train Datashifts with Representations:{'informativeness': 0.09539781627870154, 'invariance': 0.05046040317002305, 'label_shift': 0.022030101976591086, '(latent)_covariate_shift': 0.05027986243259644, 'concept_shift': 0.015423813995263314, 'residual': 0.0909571240080725, 'overall': 0.0076535658925796085}
run_2Test Datashifts with Representations:{'informativeness': 0.06943546097754033, 'invariance': 0.04109199012973489, 'label_shift': 0.0196391862539724, '(latent)_covariate_shift': 0.05141865148533185, 'concept_shift': 0.014365586980060385, 'residual': 0.0807290217607535, 'overall': -0.0034934304684586803}
run_3Train Datashifts with Representations:{'informativeness': 0.08229337072580914, 'invariance': 0.04813988871604857, 'label_shift': -0.0008104149368126157, '(latent)_covariate_shift': 0.0496659599731287, 'concept_shift': 0.015593456886188585, 'residual': 0.08036024859708799, 'overall': -0.005505778154239374}
run_3Test Datashifts with Representations:{'informativeness': 0.06654694588323387, 'invariance': 0.03629818144677289, 'label_shift': 0.01509751562984458, '(latent)_covariate_shift': 0.03933317172401004, 'concept_shift': 0.018058597528077227, 'residual': 0.06852353396483629, 'overall': -0.0019396338921001677}
run_4Train Datashifts with Representations:{'informativeness': 0.09539781627870154, 'invariance': 0.05046040317002305, 'label_shift': 0.022030101976591086, '(latent)_covariate_shift': 0.05027986243259644, 'concept_shift': 0.015423813995263314, 'residual': 0.0909571240080725, 'overall': 0.0076535658925796085}
run_4Test Datashifts with Representations:{'informativeness': 0.06943546097754033, 'invariance': 0.04109199012973489, 'label_shift': 0.0196391862539724, '(latent)_covariate_shift': 0.05141865148533185, 'concept_shift': 0.014365586980060385, 'residual': 0.0807290217607535, 'overall': -0.0034934304684586803}
